ArrestID,Incident,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Law,Crime LongID,Code Description,Attempt,Arrest type,Last 30 Days,City,State,Neighborhood Association,NeighborhoodXY
APD*210000874,"21,014,463",6/2/2021 0:00,16:15,34,M,W,N,PL,PL 215.50   06    AM2,"FAIL TO OBEY MNDTE-JL/16,17,18A-B",C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001223,"21,067,551",7/21/2021 0:00,16:30,38,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000451,"21,033,115",3/18/2021 0:00,18:56,48,M,B,U,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Complaint,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210000130,"21,010,466",1/26/2021 0:00,4:58,30,F,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Complaint,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210000443,"21,022,085",3/18/2021 0:00,8:54,59,M,W,N,PL,PL 260.10   01    AM0,ACT IN MANNER INJUR CHILD LESS THAN 16,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000446,"20,116,277",3/18/2021 0:00,10:34,49,F,B,N,PL,PL 155.25         AM0,PETIT LARCENY,,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000240,"21,018,162",2/12/2021 0:00,22:18,26,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000244,"21,018,162",2/12/2021 0:00,22:18,21,F,W,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000243,"21,018,162",2/12/2021 0:00,22:18,23,F,W,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001080,"20,166,757",6/27/2021 0:00,14:00,19,M,B,N,PL,PL 160.10   01    CF2,ROBBERY 2ND/AIDED BY ANOTHER,C,Arrest Warrant,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000452,"21,003,120",3/18/2021 0:00,22:16,35,M,B,N,PL,PL 170.25         DF2,POSSESS  FORGED INSTRUMENT-2ND,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000447,"21,030,689",3/18/2021 0:00,17:08,61,F,W,N,PL,PL 240.50   03C   AM3,FALSELY REPORT INFORMATION ABOUT AN ACTUAL OFFENSE/INCIDENT,C,Arrest Warrant,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210000453,"20,137,022",3/18/2021 0:00,22:00,35,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000444,"14,058,462",3/18/2021 0:00,9:00,33,M,W,H,PL,PL 121.11         AM0,CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000297,"21,022,484",2/23/2021 0:00,13:20,36,M,W,N,PL,PL 140.15   01    AM2,CRIMINAL TRESPASS 2ND,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000298,"20,033,236",2/23/2021 0:00,16:00,20,M,B,N,PL,PL 240.05         AM2,RIOT-2ND,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000650,"21,051,496",4/28/2021 0:00,4:35,56,M,B,N,PL,PL 165.45   05    EF4,CPSP 4 VEHICLE XCEPT MTRCYCLE,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001078,"21,081,050",6/27/2021 0:00,11:36,31,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000941,"21,073,727",6/13/2021 0:00,0:30,26,M,B,N,PL,PL 265.02   01    DF3,CRIM POSS WEAP,C,Other,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001675,"21,123,597",9/17/2021 0:00,5:10,42,F,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210000571,"21,044,460",4/11/2021 0:00,19:58,56,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000569,"19,098,037",4/11/2021 0:00,12:00,28,F,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000897,"21,053,975",6/6/2021 0:00,16:16,19,M,B,N,PL,PL 125.25   02    AF2,MURDER/DEPRAVED INDIFFERENCE,C,Other,FALSE,Albany,NY,Black,
APD*210000769,"21,060,844",5/18/2021 0:00,0:37,51,M,B,N,PL,PL 165.05   01    AM3,UNAUTH USE VEH W/O OWNR CONST,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001013,"21,011,638",6/22/2021 0:00,13:30,40,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000300,"21,022,703",2/24/2021 0:00,0:05,23,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001224,"21,050,526",7/21/2021 0:00,18:40,23,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000301,"21,022,739",2/24/2021 0:00,2:25,28,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000770,"21,060,844",5/18/2021 0:00,0:37,50,F,W,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000775,"21,059,179",5/18/2021 0:00,14:57,35,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Complaint,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000303,"21,009,407",2/24/2021 0:00,9:30,61,M,B,N,PL,PL 160.05         DF3,ROBBERY-3RD,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001764,"21,128,145",9/25/2021 0:00,0:28,37,M,B,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210001772,"21,127,378",9/25/2021 0:00,21:58,39,M,B,U,PL,PL 130.52         AM0,FORCIBLE TOUCHING,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000454,"21,033,633",3/19/2021 0:00,20:06,26,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000657,"21,047,830",4/29/2021 0:00,11:00,32,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Complaint,FALSE,Albany,NY,Black,
APD*210001441,"21,112,110",8/26/2021 0:00,16:53,44,M,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210000604,"21,048,492",4/21/2021 0:00,9:45,61,F,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001767,"21,101,570",9/25/2021 0:00,13:48,37,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,TRUE,Albany,NY,Black,
APD*210001580,"21,014,077",9/8/2021 0:00,9:53,28,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,C,Indictment Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000350,"21,018,947",3/4/2021 0:00,9:45,33,M,B,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000603,"21,048,445",4/21/2021 0:00,6:52,32,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001479,"21,114,522",8/31/2021 0:00,3:53,28,M,B,N,PL,PL 165.45   01    EF4,CPSP-4 PROPERTY VALUE GREATER THAN $1000,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210001330,"21,063,491",8/10/2021 0:00,2:45,29,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST 7TH,,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000658,"21,052,139",4/29/2021 0:00,11:00,32,M,W,N,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Complaint,FALSE,Albany,NY,Black,
APD*210000358,"21,012,471",3/4/2021 0:00,17:00,29,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000353,"21,026,557",3/4/2021 0:00,10:43,28,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,A,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000359,"21,026,743",3/4/2021 0:00,17:52,31,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000577,"21,038,150",4/13/2021 0:00,14:40,41,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001138,"21,084,320",7/6/2021 0:00,17:36,40,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,
APD*210001765,"21,128,403",9/25/2021 0:00,13:59,41,F,B,N,PL,PL 140.05         0V0,TRESPASS,C,Other,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001130,"21,045,752",7/6/2021 0:00,11:00,31,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001770,"21,128,525",9/25/2021 0:00,19:06,24,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Other,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001010,"21,078,332",6/22/2021 0:00,2:00,59,M,B,N,PL,PL 130.35   01    BF1,RAPE INTRCRSE FORCIBLE COMPLSN,C,Complaint,FALSE,Albany,NY,Black,
APD*210001011,"21,078,462",6/22/2021 0:00,10:19,30,F,B,N,PL,PL 165.15   03    AM0,INTENT/FRAUD OBT TRANS W/O PAY,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210000457,"21,033,824",3/20/2021 0:00,6:30,41,M,B,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000822,"21,064,869",5/25/2021 0:00,16:00,33,M,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001136,"21,082,783",7/6/2021 0:00,19:02,31,M,B,N,PL,PL 160.15   03    BF1,ROB  FORCBLE THEFT W/USE-INSTRM,C,Other,FALSE,Albany,NY,Black,
APD*210000456,"21,033,804",3/20/2021 0:00,6:00,41,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001131,"21,069,936",7/6/2021 0:00,13:00,30,F,B,N,PL,PL 140.10         BM3,CRIMINAL TRESPASS 3RD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000656,"21,049,229",4/29/2021 0:00,9:47,24,M,W,N,PL,PL 220.09   01    CF4,CRIM POSS NARCO DRUG,C,Other,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000458,"21,033,874",3/20/2021 0:00,11:42,41,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001437,"21,111,843",8/26/2021 0:00,8:13,42,F,W,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000660,"21,050,452",4/29/2021 0:00,12:18,35,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000820,"21,062,858",5/25/2021 0:00,13:44,33,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001222,"21,085,309",7/21/2021 0:00,13:00,32,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Complaint,FALSE,Albany,NY,Black,
APD*210000575,"21,029,693",4/13/2021 0:00,12:35,29,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001285,"21,098,746",8/1/2021 0:00,2:48,42,F,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001484,"21,043,327",8/31/2021 0:00,14:30,35,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,TRUE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001481,"20,043,445",8/31/2021 0:00,7:30,39,M,B,N,PL,PL 105.15         BF1,CONSPIRACY -2ND,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000663,"21,026,059",4/29/2021 0:00,18:27,34,M,B,N,PL,PL 240.55   03    EF2,FLS REPORT INCIDENT-2:PVT PROP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000878,"21,069,113",6/3/2021 0:00,18:45,34,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000664,"21,052,381",4/29/2021 0:00,22:49,24,M,B,H,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001286,"20,112,393",8/1/2021 0:00,15:40,19,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001490,"21,042,517",8/31/2021 0:00,19:06,47,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001763,"21,128,239",9/25/2021 0:00,5:49,34,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,TRUE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001436,"21,037,316",8/26/2021 0:00,8:20,32,M,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001188,"21,062,280",7/16/2021 0:00,16:49,41,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Complaint,FALSE,Albany,NY,Black,
APD*210001287,"21,098,982",8/1/2021 0:00,16:10,24,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000368,"21,027,170",3/5/2021 0:00,17:00,31,M,W,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000670,"21,049,945",4/30/2021 0:00,21:40,56,M,B,N,PL,PL 160.15   03    BF1,ROB  FORCBLE THEFT W/USE-INSTRM,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000460,"21,034,240",3/21/2021 0:00,2:01,24,M,B,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000370,"21,027,420",3/6/2021 0:00,3:57,37,M,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000461,"12,338,017",3/21/2021 0:00,12:30,35,M,W,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000778,"21,061,426",5/19/2021 0:00,3:23,35,M,B,N,PL,PL 140.15   01    AM2,CRIMINAL TRESPASS 2ND,,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000582,"20,109,639",4/14/2021 0:00,13:00,50,M,W,N,PL,PL 130.55         BM3,SEXUAL ABUSE 3RD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001486,"21,114,811",8/31/2021 0:00,15:51,33,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,TRUE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000581,"21,045,596",4/14/2021 0:00,10:50,25,M,B,H,PL,PL 240.30   01A   AM2,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000608,"21,049,094",4/22/2021 0:00,15:31,29,F,B,N,PL,PL 240.10         BM0,UNLAWFUL ASSEMBLY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000377,"21,002,240",3/8/2021 0:00,12:00,19,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,
APD*210000621,"21,049,254",4/22/2021 0:00,22:46,20,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000374,"21,002,720",3/8/2021 0:00,12:00,19,M,B,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000376,"21,003,817",3/8/2021 0:00,12:00,19,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,Black,
APD*210000671,"21,050,279",4/30/2021 0:00,21:40,56,M,B,N,PL,PL 160.05         DF3,ROBBERY-3RD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000668,"21,044,074",4/30/2021 0:00,19:30,26,M,B,N,PL,PL 265.02   03    DF3,CRIM POSS WEAP DEFACE/CONCEAL,C,Other,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001488,"21,106,940",8/31/2021 0:00,19:06,47,M,W,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Arrest Warrant,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000517,"21,015,230",3/31/2021 0:00,20:00,25,M,B,N,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001487,"21,114,921",8/31/2021 0:00,19:06,47,M,W,N,PL,PL 140.20         DF3,BURGLARY 3RD,C,Crime in Progress,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001440,"21,112,197",8/26/2021 0:00,20:49,44,M,W,N,PL,PL 121.12         DF2,STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210000516,"20,157,310",3/31/2021 0:00,9:52,42,M,B,N,PL,PL 140.20         DF3,BURGLARY 3RD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000951,"19,113,923",6/14/2021 0:00,9:00,26,F,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000954,"21,056,505",6/14/2021 0:00,14:00,48,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000583,"20,109,623",4/14/2021 0:00,13:00,50,M,W,N,PL,PL 130.55         BM3,SEXUAL ABUSE 3RD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000952,"18,087,370",6/14/2021 0:00,11:00,59,M,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000669,"21,052,176",4/30/2021 0:00,21:40,56,M,B,N,PL,PL 160.15   03    BF1,ROB  FORCBLE THEFT W/USE-INSTRM,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000721,"21,056,197",5/8/2021 0:00,4:04,21,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001199,"21,091,340",7/17/2021 0:00,19:10,19,M,B,N,PL,PL 115.00   01    AM4,CRIMINAL FACILITATION -4TH,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000779,"20,116,956",5/19/2021 0:00,3:39,35,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000780,"21,014,159",5/19/2021 0:00,7:00,35,M,B,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210001091,"21,082,109",6/29/2021 0:00,12:24,31,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000620,"21,049,268",4/22/2021 0:00,23:09,28,M,W,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000614,"21,045,799",4/22/2021 0:00,17:16,21,M,B,N,PL,PL 240.05         AM2,RIOT-2ND,C,Other,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000607,"21,049,094",4/22/2021 0:00,15:31,34,M,W,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001088,"21,081,930",6/29/2021 0:00,4:54,24,M,W,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Summons,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000611,"21,049,094",4/22/2021 0:00,15:31,22,F,B,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001674,"21,123,489",9/17/2021 0:00,0:00,21,M,B,N,PL,PL 160.15   02    BF1,ROB  FORCBLE THEFT W/DEDLY WEAP,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000619,"21,049,268",4/22/2021 0:00,23:09,21,F,W,N,PL,PL 240.06   01    EF1,RIOT-1ST: CAUSE PUBLIC ALARM AND INJURY OR PROPERTY DAMAGE,,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000610,"21,049,094",4/22/2021 0:00,15:31,25,F,B,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000613,"21,049,094",4/22/2021 0:00,17:00,28,M,W,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000469,"21,003,473",3/22/2021 0:00,17:00,54,M,B,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000612,"21,049,094",4/22/2021 0:00,15:31,22,F,B,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000609,"21,049,094",4/22/2021 0:00,15:37,21,M,B,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
